Country,ISO3 Code,Date,Price (EUR/MWhe)_x,YearMonth,Monthly_Avg_Price,Price (EUR/MWhe)_y
Germany,DEU,2017-06-22,34.67,2017-06,30.0,30.004
Germany,DEU,2017-06-23,30.3,2017-06,30.0,30.004
Germany,DEU,2017-06-24,21.91,2017-06,30.0,30.004
Germany,DEU,2017-06-25,19.14,2017-06,30.0,30.004
Germany,DEU,2017-06-26,32.91,2017-06,30.0,30.004
Germany,DEU,2017-06-27,38.64,2017-06,30.0,30.004
Germany,DEU,2017-06-28,35.57,2017-06,30.0,30.004
Germany,DEU,2017-06-29,37.88,2017-06,30.0,30.004
Germany,DEU,2017-06-30,32.11,2017-06,30.0,30.004
Germany,DEU,2017-07-01,27.87,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-02,24.26,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-03,32.75,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-04,35.31,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-05,38.74,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-06,39.4,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-07,37.55,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-08,34.05,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-09,33.11,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-10,39.99,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-11,36.63,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-12,34.14,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-13,34.55,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-14,36.77,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-15,32.46,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-16,30.29,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-17,37.59,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-18,37.47,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-19,35.97,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-20,37.1,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-21,36.13,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-22,33.24,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-23,29.33,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-24,38.7,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-25,33.77,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-26,32.98,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-27,34.05,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-28,30.87,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-29,20.31,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-30,5.59,2017-07,33.01,33.005806451612905
Germany,DEU,2017-07-31,32.21,2017-07,33.01,33.005806451612905
Germany,DEU,2017-08-01,34.56,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-02,33.06,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-03,27.79,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-04,24.64,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-05,27.84,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-06,20.07,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-07,33.09,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-08,31.03,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-09,30.67,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-10,35.47,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-11,37.38,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-12,20.95,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-13,21.14,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-14,32.74,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-15,27.04,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-16,35.94,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-17,33.44,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-18,33.13,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-19,13.75,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-20,9.16,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-21,30.58,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-22,37.18,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-23,36.47,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-24,35.87,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-25,37.94,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-26,34.32,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-27,30.35,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-28,38.52,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-29,37.71,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-30,36.09,2017-08,30.86,30.85516129032258
Germany,DEU,2017-08-31,38.59,2017-08,30.86,30.85516129032258
Germany,DEU,2017-09-01,38.79,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-02,33.79,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-03,30.83,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-04,36.6,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-05,37.53,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-06,30.95,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-07,34.25,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-08,26.94,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-09,32.6,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-10,20.46,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-11,22.28,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-12,29.9,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-13,11.64,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-14,24.73,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-15,36.41,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-16,36.89,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-17,33.48,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-18,42.09,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-19,41.09,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-20,39.31,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-21,39.28,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-22,40.19,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-23,36.06,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-24,35.05,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-25,42.49,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-26,40.35,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-27,40.81,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-28,40.42,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-29,39.02,2017-09,34.3,34.29766666666667
Germany,DEU,2017-09-30,34.7,2017-09,34.3,34.29766666666667
Germany,DEU,2017-10-01,29.96,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-02,18.12,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-03,24.88,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-04,27.34,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-05,18.22,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-06,27.87,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-07,6.34,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-08,26.2,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-09,42.28,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-10,36.62,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-11,33.53,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-12,26.79,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-13,39.35,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-14,31.95,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-15,29.85,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-16,39.04,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-17,38.01,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-18,52.61,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-19,45.94,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-20,38.13,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-21,33.02,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-22,22.62,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-23,41.73,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-24,36.74,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-25,35.15,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-26,39.62,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-27,29.67,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-28,-17.15,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-29,-47.46,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-30,33.16,2017-10,28.29,28.289032258064516
Germany,DEU,2017-10-31,36.83,2017-10,28.29,28.289032258064516
Germany,DEU,2017-11-01,30.62,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-02,34.74,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-03,50.44,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-04,33.58,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-05,31.18,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-06,51.22,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-07,52.42,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-08,67.45,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-09,51.02,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-10,30.8,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-11,23.44,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-12,33.96,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-13,46.02,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-14,39.99,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-15,64.82,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-16,47.38,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-17,42.67,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-18,18.62,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-19,9.93,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-20,39.46,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-21,48.93,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-22,30.99,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-23,24.08,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-24,43.27,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-25,39.17,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-26,18.49,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-27,29.67,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-28,38.0,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-29,71.89,2017-11,40.38,40.37966666666667
Germany,DEU,2017-11-30,67.14,2017-11,40.38,40.37966666666667
Germany,DEU,2017-12-01,61.2,2017-12,30.71,30.71
Germany,DEU,2017-12-02,39.99,2017-12,30.71,30.71
Germany,DEU,2017-12-03,32.43,2017-12,30.71,30.71
Germany,DEU,2017-12-04,35.57,2017-12,30.71,30.71
Germany,DEU,2017-12-05,35.31,2017-12,30.71,30.71
Germany,DEU,2017-12-06,31.92,2017-12,30.71,30.71
Germany,DEU,2017-12-07,33.43,2017-12,30.71,30.71
Germany,DEU,2017-12-08,30.72,2017-12,30.71,30.71
Germany,DEU,2017-12-09,15.7,2017-12,30.71,30.71
Germany,DEU,2017-12-10,17.51,2017-12,30.71,30.71
Germany,DEU,2017-12-11,42.06,2017-12,30.71,30.71
Germany,DEU,2017-12-12,34.27,2017-12,30.71,30.71
Germany,DEU,2017-12-13,26.3,2017-12,30.71,30.71
Germany,DEU,2017-12-14,31.97,2017-12,30.71,30.71
Germany,DEU,2017-12-15,46.39,2017-12,30.71,30.71
Germany,DEU,2017-12-16,37.19,2017-12,30.71,30.71
Germany,DEU,2017-12-17,35.4,2017-12,30.71,30.71
Germany,DEU,2017-12-18,56.0,2017-12,30.71,30.71
Germany,DEU,2017-12-19,60.68,2017-12,30.71,30.71
Germany,DEU,2017-12-20,61.36,2017-12,30.71,30.71
Germany,DEU,2017-12-21,42.82,2017-12,30.71,30.71
Germany,DEU,2017-12-22,39.43,2017-12,30.71,30.71
Germany,DEU,2017-12-23,8.45,2017-12,30.71,30.71
Germany,DEU,2017-12-24,-10.29,2017-12,30.71,30.71
Germany,DEU,2017-12-25,7.21,2017-12,30.71,30.71
Germany,DEU,2017-12-26,-3.75,2017-12,30.71,30.71
Germany,DEU,2017-12-27,35.31,2017-12,30.71,30.71
Germany,DEU,2017-12-28,31.69,2017-12,30.71,30.71
Germany,DEU,2017-12-29,21.15,2017-12,30.71,30.71
Germany,DEU,2017-12-30,12.12,2017-12,30.71,30.71
Germany,DEU,2017-12-31,2.47,2017-12,30.71,30.71
Germany,DEU,2018-01-01,-24.33,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-02,33.01,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-03,8.62,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-04,30.13,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-05,32.49,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-06,36.29,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-07,23.26,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-08,30.26,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-09,30.97,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-10,41.64,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-11,47.55,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-12,42.13,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-13,33.12,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-14,28.64,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-15,25.21,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-16,28.54,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-17,28.65,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-18,31.04,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-19,40.47,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-20,35.96,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-21,34.41,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-22,38.2,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-23,36.41,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-24,23.52,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-25,34.33,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-26,45.13,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-27,31.27,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-28,5.11,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-29,17.07,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-30,36.46,2018-01,29.5,29.501612903225805
Germany,DEU,2018-01-31,28.99,2018-01,29.5,29.501612903225805
Germany,DEU,2018-02-01,34.26,2018-02,40.12,40.1225
Germany,DEU,2018-02-02,40.67,2018-02,40.12,40.1225
Germany,DEU,2018-02-03,40.14,2018-02,40.12,40.1225
Germany,DEU,2018-02-04,33.56,2018-02,40.12,40.1225
Germany,DEU,2018-02-05,45.27,2018-02,40.12,40.1225
Germany,DEU,2018-02-06,47.05,2018-02,40.12,40.1225
Germany,DEU,2018-02-07,47.47,2018-02,40.12,40.1225
Germany,DEU,2018-02-08,49.6,2018-02,40.12,40.1225
Germany,DEU,2018-02-09,40.87,2018-02,40.12,40.1225
Germany,DEU,2018-02-10,38.61,2018-02,40.12,40.1225
Germany,DEU,2018-02-11,11.25,2018-02,40.12,40.1225
Germany,DEU,2018-02-12,33.65,2018-02,40.12,40.1225
Germany,DEU,2018-02-13,39.72,2018-02,40.12,40.1225
Germany,DEU,2018-02-14,39.61,2018-02,40.12,40.1225
Germany,DEU,2018-02-15,34.35,2018-02,40.12,40.1225
Germany,DEU,2018-02-16,40.58,2018-02,40.12,40.1225
Germany,DEU,2018-02-17,40.58,2018-02,40.12,40.1225
Germany,DEU,2018-02-18,36.53,2018-02,40.12,40.1225
Germany,DEU,2018-02-19,50.65,2018-02,40.12,40.1225
Germany,DEU,2018-02-20,48.85,2018-02,40.12,40.1225
Germany,DEU,2018-02-21,46.83,2018-02,40.12,40.1225
Germany,DEU,2018-02-22,47.39,2018-02,40.12,40.1225
Germany,DEU,2018-02-23,44.21,2018-02,40.12,40.1225
Germany,DEU,2018-02-24,23.68,2018-02,40.12,40.1225
Germany,DEU,2018-02-25,35.15,2018-02,40.12,40.1225
Germany,DEU,2018-02-26,47.04,2018-02,40.12,40.1225
Germany,DEU,2018-02-27,48.29,2018-02,40.12,40.1225
Germany,DEU,2018-02-28,37.57,2018-02,40.12,40.1225
Germany,DEU,2018-03-01,30.01,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-02,40.59,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-03,34.37,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-04,31.1,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-05,49.65,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-06,49.93,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-07,48.31,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-08,36.63,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-09,37.8,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-10,34.73,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-11,28.71,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-12,41.24,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-13,39.91,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-14,46.43,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-15,24.07,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-16,29.37,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-17,3.34,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-18,3.17,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-19,49.45,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-20,43.02,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-21,51.51,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-22,43.94,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-23,52.78,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-24,41.39,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-25,37.87,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-26,52.87,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-27,44.58,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-28,39.56,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-29,39.16,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-30,26.42,2018-03,37.36,37.35935483870968
Germany,DEU,2018-03-31,26.23,2018-03,37.36,37.35935483870968
Germany,DEU,2018-04-01,23.66,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-02,26.94,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-03,35.27,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-04,36.76,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-05,32.44,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-06,34.24,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-07,16.81,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-08,24.21,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-09,42.35,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-10,35.02,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-11,31.73,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-12,30.23,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-13,38.71,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-14,35.6,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-15,31.78,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-16,46.74,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-17,43.5,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-18,41.16,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-19,39.66,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-20,38.63,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-21,29.33,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-22,18.01,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-23,33.66,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-24,33.98,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-25,27.1,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-26,31.28,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-27,38.87,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-28,29.81,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-29,19.44,2018-04,31.96,31.96066666666667
Germany,DEU,2018-04-30,11.9,2018-04,31.96,31.96066666666667
Germany,DEU,2018-05-01,-2.98,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-02,40.21,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-03,40.04,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-04,40.37,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-05,27.5,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-06,19.23,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-07,34.83,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-08,27.44,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-09,37.09,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-10,25.68,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-11,42.67,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-12,31.36,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-13,16.17,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-14,35.81,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-15,43.06,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-16,40.72,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-17,35.5,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-18,39.84,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-19,35.43,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-20,14.56,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-21,7.48,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-22,43.9,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-23,42.11,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-24,38.97,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-25,40.78,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-26,36.78,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-27,32.4,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-28,44.12,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-29,43.12,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-30,46.99,2018-05,33.66,33.6583870967742
Germany,DEU,2018-05-31,42.23,2018-05,33.66,33.6583870967742
Germany,DEU,2018-06-01,51.06,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-02,40.2,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-03,32.23,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-04,47.51,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-05,51.07,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-06,49.39,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-07,49.91,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-08,49.42,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-09,42.33,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-10,39.1,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-11,48.64,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-12,49.62,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-13,48.52,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-14,43.28,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-15,49.72,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-16,40.0,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-17,24.15,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-18,44.41,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-19,46.98,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-20,46.37,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-21,28.33,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-22,21.22,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-23,25.13,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-24,31.92,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-25,45.68,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-26,49.32,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-27,47.18,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-28,44.86,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-29,44.67,2018-06,42.39,42.39366666666667
Germany,DEU,2018-06-30,39.59,2018-06,42.39,42.39366666666667
Germany,DEU,2018-07-01,29.55,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-02,48.44,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-03,50.2,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-04,53.22,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-05,51.68,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-06,47.74,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-07,32.28,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-08,34.63,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-09,46.75,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-10,53.06,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-11,52.71,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-12,53.24,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-13,51.2,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-14,47.99,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-15,45.75,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-16,53.66,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-17,51.94,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-18,49.73,2018-07,49.59,49.59064516129032
Germany,DEU,2018-07-19,52.01,2018-07,49.59,49.59064516129032
